origin,dest,count,mode,user_gender,window_start_utc,window_end_utc,flow_count
85b2c50bfffffff,85b2c50bfffffff,29.178,metro,female,2026-03-02,2026-03-03,10
85b2c50bfffffff,85b2c50bfffffff,21.36,motorcycle,female,2026-03-02,2026-03-03,9
85b2c50bfffffff,85b2c50bfffffff,22.771,motorcycle,male,2026-03-02,2026-03-03,8
85b2c50bfffffff,85b2c50bfffffff,15.574,motorcycle,other,2026-03-02,2026-03-03,6
85b2c50bfffffff,85b2c50bfffffff,23.955,other,male,2026-03-02,2026-03-03,9
85b2c50bfffffff,85b2c50bfffffff,14.001000000000001,other,other,2026-03-02,2026-03-03,7
85b2c50bfffffff,85b2c50bfffffff,21.583,ride_hailing,male,2026-03-02,2026-03-03,9
85b2c50bfffffff,85b2c50bfffffff,13.841,scooter,female,2026-03-02,2026-03-03,5
85b2c50bfffffff,85b2c50bfffffff,17.802,scooter,male,2026-03-02,2026-03-03,8
85b2c50bfffffff,85b2c50bfffffff,36.189,taxi,female,2026-03-02,2026-03-03,12
85b2c50bfffffff,85b2c50bfffffff,14.279,taxi,male,2026-03-02,2026-03-03,6
85b2c50bfffffff,85b2c50bfffffff,16.323,taxi,other,2026-03-02,2026-03-03,7
85b2c50bfffffff,85b2c50bfffffff,10.283999999999999,taxi,unknown,2026-03-02,2026-03-03,5
85b2c50bfffffff,85b2c50bfffffff,42.68,train,female,2026-03-02,2026-03-03,14
85b2c50bfffffff,85b2c50bfffffff,14.133000000000001,train,unknown,2026-03-02,2026-03-03,5
85b2c50bfffffff,85b2c50bfffffff,22.343,walk,female,2026-03-02,2026-03-03,7
85b2c50bfffffff,85b2c50bfffffff,37.001,bicycle,female,2026-03-03,2026-03-04,10
85b2c50bfffffff,85b2c50bfffffff,14.113,bicycle,other,2026-03-03,2026-03-04,6
85b2c50bfffffff,85b2c50bfffffff,31.632,bus,female,2026-03-03,2026-03-04,10
85b2c50bfffffff,85b2c50bfffffff,21.573999999999998,bus,male,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,21.579,bus,unknown,2026-03-03,2026-03-04,5
85b2c50bfffffff,85b2c50bfffffff,26.492,car,female,2026-03-03,2026-03-04,11
85b2c50bfffffff,85b2c50bfffffff,10.913,car,other,2026-03-03,2026-03-04,5
85b2c50bfffffff,85b2c50bfffffff,8.085,metro,female,2026-03-03,2026-03-04,5
85b2c50bfffffff,85b2c50bfffffff,15.945,metro,male,2026-03-03,2026-03-04,6
85b2c50bfffffff,85b2c50bfffffff,33.306,motorcycle,female,2026-03-03,2026-03-04,11
85b2c50bfffffff,85b2c50bfffffff,34.123,other,female,2026-03-03,2026-03-04,12
85b2c50bfffffff,85b2c50bfffffff,23.438,other,male,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,13.734,other,other,2026-03-03,2026-03-04,5
85b2c50bfffffff,85b2c50bfffffff,13.616,other,unknown,2026-03-03,2026-03-04,5
85b2c50bfffffff,85b2c50bfffffff,37.55,ride_hailing,female,2026-03-03,2026-03-04,12
85b2c50bfffffff,85b2c50bfffffff,21.195999999999998,ride_hailing,male,2026-03-03,2026-03-04,8
85b2c50bfffffff,85b2c50bfffffff,22.499,ride_hailing,other,2026-03-03,2026-03-04,11
85b2c50bfffffff,85b2c50bfffffff,24.891,ride_hailing,unknown,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,11.512,scooter,female,2026-03-03,2026-03-04,5
85b2c50bfffffff,85b2c50bfffffff,22.529,scooter,male,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,18.453,taxi,female,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,20.859,taxi,male,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,22.325,train,female,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,28.366999999999997,train,male,2026-03-03,2026-03-04,9
85b2c50bfffffff,85b2c50bfffffff,23.174,train,other,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,10.644,walk,female,2026-03-03,2026-03-04,7
85b2c50bfffffff,85b2c50bfffffff,28.256999999999998,walk,other,2026-03-03,2026-03-04,10
85b2c50bfffffff,85b2c50bfffffff,21.835,bicycle,female,2026-03-04,2026-03-05,8
85b2c50bfffffff,85b2c50bfffffff,28.665,bicycle,male,2026-03-04,2026-03-05,12
85b2c50bfffffff,85b2c50bfffffff,30.223,bus,female,2026-03-04,2026-03-05,11
85b2c50bfffffff,85b2c50bfffffff,29.34,bus,male,2026-03-04,2026-03-05,9
85b2c50bfffffff,85b2c50bfffffff,28.381,bus,other,2026-03-04,2026-03-05,8
85b2c50bfffffff,85b2c50bfffffff,24.003,car,female,2026-03-04,2026-03-05,8
85b2c50bfffffff,85b2c50bfffffff,14.483,car,male,2026-03-04,2026-03-05,6
85b2c50bfffffff,85b2c50bfffffff,19.011,metro,female,2026-03-04,2026-03-05,9
85b2c50bfffffff,85b2c50bfffffff,12.997,metro,male,2026-03-04,2026-03-05,5
85b2c50bfffffff,85b2c50bfffffff,17.079,motorcycle,female,2026-03-04,2026-03-05,7
85b2c50bfffffff,85b2c50bfffffff,26.726,motorcycle,male,2026-03-04,2026-03-05,9
85b2c50bfffffff,85b2c50bfffffff,13.985,motorcycle,unknown,2026-03-04,2026-03-05,6
85b2c50bfffffff,85b2c50bfffffff,11.591000000000001,other,female,2026-03-04,2026-03-05,5
85b2c50bfffffff,85b2c50bfffffff,15.440999999999999,other,male,2026-03-04,2026-03-05,7
85b2c50bfffffff,85b2c50bfffffff,15.860999999999999,other,other,2026-03-04,2026-03-05,7
85b2c50bfffffff,85b2c50bfffffff,10.983,other,unknown,2026-03-04,2026-03-05,5
85b2c50bfffffff,85b2c50bfffffff,31.285,ride_hailing,female,2026-03-04,2026-03-05,9
85b2c50bfffffff,85b2c50bfffffff,31.133,ride_hailing,male,2026-03-04,2026-03-05,16
85b2c50bfffffff,85b2c50bfffffff,9.354000000000001,ride_hailing,other,2026-03-04,2026-03-05,5
85b2c50bfffffff,85b2c50bfffffff,21.648,scooter,female,2026-03-04,2026-03-05,7
85b2c50bfffffff,85b2c50bfffffff,25.539,scooter,male,2026-03-04,2026-03-05,8
85b2c50bfffffff,85b2c50bfffffff,18.44,taxi,female,2026-03-04,2026-03-05,6
85b2c50bfffffff,85b2c50bfffffff,24.743,taxi,male,2026-03-04,2026-03-05,9
85b2c50bfffffff,85b2c50bfffffff,28.512,train,female,2026-03-04,2026-03-05,8
85b2c50bfffffff,85b2c50bfffffff,13.381,train,male,2026-03-04,2026-03-05,8
85b2c50bfffffff,85b2c50bfffffff,15.773,walk,female,2026-03-04,2026-03-05,9
85b2c50bfffffff,85b2c50bfffffff,19.697,walk,male,2026-03-04,2026-03-05,7
85b2c50bfffffff,85b2c50bfffffff,18.13,walk,other,2026-03-04,2026-03-05,9
85b2c50bfffffff,85b2c50bfffffff,20.954,bicycle,female,2026-03-05,2026-03-06,7
85b2c50bfffffff,85b2c50bfffffff,27.391,bicycle,male,2026-03-05,2026-03-06,10
85b2c50bfffffff,85b2c50bfffffff,14.502,bicycle,other,2026-03-05,2026-03-06,6
85b2c50bfffffff,85b2c50bfffffff,32.165,bus,male,2026-03-05,2026-03-06,12
85b2c50bfffffff,85b2c50bfffffff,13.097,car,female,2026-03-05,2026-03-06,5
85b2c50bfffffff,85b2c50bfffffff,28.122,car,male,2026-03-05,2026-03-06,9
85b2c50bfffffff,85b2c50bfffffff,14.385,car,other,2026-03-05,2026-03-06,5
85b2c50bfffffff,85b2c50bfffffff,19.057,metro,female,2026-03-05,2026-03-06,8
85b2c50bfffffff,85b2c50bfffffff,23.157,metro,male,2026-03-05,2026-03-06,9
85b2c50bfffffff,85b2c50bfffffff,13.871,motorcycle,female,2026-03-05,2026-03-06,6
85b2c50bfffffff,85b2c50bfffffff,16.441,motorcycle,male,2026-03-05,2026-03-06,6
85b2c50bfffffff,85b2c50bfffffff,11.111,motorcycle,other,2026-03-05,2026-03-06,5
85b2c50bfffffff,85b2c50bfffffff,21.392,other,female,2026-03-05,2026-03-06,8
85b2c50bfffffff,85b2c50bfffffff,16.799,other,other,2026-03-05,2026-03-06,5
85b2c50bfffffff,85b2c50bfffffff,11.044,other,unknown,2026-03-05,2026-03-06,5
85b2c50bfffffff,85b2c50bfffffff,29.711,ride_hailing,female,2026-03-05,2026-03-06,9
85b2c50bfffffff,85b2c50bfffffff,17.475,ride_hailing,male,2026-03-05,2026-03-06,6
85b2c50bfffffff,85b2c50bfffffff,15.766,ride_hailing,unknown,2026-03-05,2026-03-06,7
85b2c50bfffffff,85b2c50bfffffff,22.908,scooter,female,2026-03-05,2026-03-06,11
85b2c50bfffffff,85b2c50bfffffff,18.069,scooter,male,2026-03-05,2026-03-06,7
85b2c50bfffffff,85b2c50bfffffff,20.062,taxi,male,2026-03-05,2026-03-06,7
85b2c50bfffffff,85b2c50bfffffff,34.094,train,female,2026-03-05,2026-03-06,11
85b2c50bfffffff,85b2c50bfffffff,27.312,train,male,2026-03-05,2026-03-06,8
85b2c50bfffffff,85b2c50bfffffff,39.634,walk,female,2026-03-05,2026-03-06,17
85b2c50bfffffff,85b2c50bfffffff,25.108,walk,male,2026-03-05,2026-03-06,9
85b2c50bfffffff,85b2c50bfffffff,9.712,walk,other,2026-03-05,2026-03-06,5
85b2c50bfffffff,85b2c50bfffffff,16.503,walk,unknown,2026-03-05,2026-03-06,6
85b2c50bfffffff,85b2c50bfffffff,13.299000000000001,bus,female,2026-03-06,2026-03-07,7
85b2c50bfffffff,85b2c50bfffffff,12.25,bus,male,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,12.937000000000001,car,female,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,19.011,car,male,2026-03-06,2026-03-07,8
85b2c50bfffffff,85b2c50bfffffff,9.754,car,unknown,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,21.789,metro,female,2026-03-06,2026-03-07,8
85b2c50bfffffff,85b2c50bfffffff,15.652999999999999,metro,male,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,48.094,motorcycle,female,2026-03-06,2026-03-07,18
85b2c50bfffffff,85b2c50bfffffff,13.931000000000001,motorcycle,male,2026-03-06,2026-03-07,7
85b2c50bfffffff,85b2c50bfffffff,12.831,motorcycle,other,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,33.259,motorcycle,unknown,2026-03-06,2026-03-07,10
85b2c50bfffffff,85b2c50bfffffff,19.642,other,female,2026-03-06,2026-03-07,8
85b2c50bfffffff,85b2c50bfffffff,12.603,other,male,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,28.456,ride_hailing,female,2026-03-06,2026-03-07,12
85b2c50bfffffff,85b2c50bfffffff,11.639,ride_hailing,male,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,26.403,scooter,female,2026-03-06,2026-03-07,8
85b2c50bfffffff,85b2c50bfffffff,18.748,scooter,male,2026-03-06,2026-03-07,6
85b2c50bfffffff,85b2c50bfffffff,12.309000000000001,scooter,other,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,17.399,scooter,unknown,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,31.903,taxi,female,2026-03-06,2026-03-07,12
85b2c50bfffffff,85b2c50bfffffff,31.665,taxi,male,2026-03-06,2026-03-07,11
85b2c50bfffffff,85b2c50bfffffff,10.663,taxi,unknown,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,14.924999999999999,train,female,2026-03-06,2026-03-07,5
85b2c50bfffffff,85b2c50bfffffff,20.838,train,male,2026-03-06,2026-03-07,6
85b2c50bfffffff,85b2c50bfffffff,43.966,walk,female,2026-03-06,2026-03-07,14
85b2c50bfffffff,85b2c50bfffffff,24.44,walk,male,2026-03-06,2026-03-07,10
85b2c50bfffffff,85b2c50bfffffff,14.562000000000001,walk,other,2026-03-06,2026-03-07,6
85b2c50bfffffff,85b2c50bfffffff,18.916,bicycle,female,2026-03-07,2026-03-08,7
85b2c50bfffffff,85b2c50bfffffff,9.836,bus,female,2026-03-07,2026-03-08,5
85b2c50bfffffff,85b2c50bfffffff,33.395,bus,male,2026-03-07,2026-03-08,9
85b2c50bfffffff,85b2c50bfffffff,27.198999999999998,car,female,2026-03-07,2026-03-08,9
85b2c50bfffffff,85b2c50bfffffff,30.234,metro,female,2026-03-07,2026-03-08,10
85b2c50bfffffff,85b2c50bfffffff,31.180999999999997,metro,male,2026-03-07,2026-03-08,10
85b2c50bfffffff,85b2c50bfffffff,16.963,metro,unknown,2026-03-07,2026-03-08,5
85b2c50bfffffff,85b2c50bfffffff,17.593,motorcycle,male,2026-03-07,2026-03-08,9
85b2c50bfffffff,85b2c50bfffffff,15.821,motorcycle,other,2026-03-07,2026-03-08,5
85b2c50bfffffff,85b2c50bfffffff,13.23,motorcycle,unknown,2026-03-07,2026-03-08,5
85b2c50bfffffff,85b2c50bfffffff,22.66,other,male,2026-03-07,2026-03-08,7
85b2c50bfffffff,85b2c50bfffffff,21.351,other,other,2026-03-07,2026-03-08,7
85b2c50bfffffff,85b2c50bfffffff,28.271,other,unknown,2026-03-07,2026-03-08,9
85b2c50bfffffff,85b2c50bfffffff,12.128,ride_hailing,female,2026-03-07,2026-03-08,5
85b2c50bfffffff,85b2c50bfffffff,27.769,ride_hailing,male,2026-03-07,2026-03-08,7
85b2c50bfffffff,85b2c50bfffffff,8.834,ride_hailing,other,2026-03-07,2026-03-08,5
85b2c50bfffffff,85b2c50bfffffff,20.12,scooter,female,2026-03-07,2026-03-08,8
85b2c50bfffffff,85b2c50bfffffff,25.003999999999998,scooter,male,2026-03-07,2026-03-08,9
85b2c50bfffffff,85b2c50bfffffff,28.212,taxi,female,2026-03-07,2026-03-08,10
85b2c50bfffffff,85b2c50bfffffff,25.677,taxi,male,2026-03-07,2026-03-08,8
85b2c50bfffffff,85b2c50bfffffff,25.587,train,female,2026-03-07,2026-03-08,10
85b2c50bfffffff,85b2c50bfffffff,21.861,train,male,2026-03-07,2026-03-08,8
85b2c50bfffffff,85b2c50bfffffff,16.153,train,unknown,2026-03-07,2026-03-08,6
85b2c50bfffffff,85b2c50bfffffff,27.418,walk,female,2026-03-07,2026-03-08,10
85b2c50bfffffff,85b2c50bfffffff,16.063000000000002,walk,male,2026-03-07,2026-03-08,7
85b2c50bfffffff,85b2c50bfffffff,14.357,bus,male,2026-03-08,2026-03-09,6
85b2c50bfffffff,85b2c50bfffffff,12.493,ride_hailing,male,2026-03-08,2026-03-09,5
85b2c50bfffffff,85b2c557fffffff,12.395,scooter,male,2026-03-02,2026-03-03,5
85b2c50bfffffff,85b2c557fffffff,16.701,bus,female,2026-03-06,2026-03-07,6
85b2c50bfffffff,85b2c557fffffff,9.453,scooter,male,2026-03-06,2026-03-07,5
85b2c51bfffffff,85b2c51bfffffff,16.382,bicycle,male,2026-03-01,2026-03-02,6
85b2c51bfffffff,85b2c51bfffffff,17.058,metro,female,2026-03-01,2026-03-02,6
85b2c51bfffffff,85b2c51bfffffff,17.099,motorcycle,male,2026-03-01,2026-03-02,6
85b2c51bfffffff,85b2c51bfffffff,23.282,bicycle,female,2026-03-02,2026-03-03,9
85b2c51bfffffff,85b2c51bfffffff,14.868,car,female,2026-03-02,2026-03-03,5
85b2c51bfffffff,85b2c51bfffffff,15.852,car,male,2026-03-02,2026-03-03,6
85b2c51bfffffff,85b2c51bfffffff,15.769,motorcycle,female,2026-03-02,2026-03-03,6
85b2c51bfffffff,85b2c51bfffffff,8.759,motorcycle,male,2026-03-02,2026-03-03,5
85b2c51bfffffff,85b2c51bfffffff,16.833000000000002,other,male,2026-03-02,2026-03-03,5
85b2c51bfffffff,85b2c51bfffffff,23.665,ride_hailing,male,2026-03-02,2026-03-03,8
85b2c51bfffffff,85b2c51bfffffff,8.436,scooter,male,2026-03-02,2026-03-03,5
85b2c51bfffffff,85b2c51bfffffff,12.908999999999999,taxi,female,2026-03-02,2026-03-03,5
85b2c51bfffffff,85b2c51bfffffff,19.948,walk,male,2026-03-02,2026-03-03,6
85b2c51bfffffff,85b2c51bfffffff,17.497,bus,female,2026-03-03,2026-03-04,8
85b2c51bfffffff,85b2c51bfffffff,17.317,metro,male,2026-03-03,2026-03-04,6
85b2c51bfffffff,85b2c51bfffffff,15.969,other,male,2026-03-03,2026-03-04,5
85b2c51bfffffff,85b2c51bfffffff,24.473,ride_hailing,female,2026-03-03,2026-03-04,7
85b2c51bfffffff,85b2c51bfffffff,13.711,ride_hailing,male,2026-03-03,2026-03-04,5
85b2c51bfffffff,85b2c51bfffffff,14.364,scooter,female,2026-03-03,2026-03-04,5
85b2c51bfffffff,85b2c51bfffffff,12.783000000000001,scooter,male,2026-03-03,2026-03-04,6
85b2c51bfffffff,85b2c51bfffffff,27.331,taxi,male,2026-03-03,2026-03-04,9
85b2c51bfffffff,85b2c51bfffffff,13.504999999999999,train,female,2026-03-03,2026-03-04,5
85b2c51bfffffff,85b2c51bfffffff,12.998,walk,male,2026-03-03,2026-03-04,6
85b2c51bfffffff,85b2c51bfffffff,18.624,car,female,2026-03-04,2026-03-05,6
85b2c51bfffffff,85b2c51bfffffff,20.981,other,male,2026-03-04,2026-03-05,7
85b2c51bfffffff,85b2c51bfffffff,17.292,other,other,2026-03-04,2026-03-05,5
85b2c51bfffffff,85b2c51bfffffff,16.693,ride_hailing,female,2026-03-04,2026-03-05,5
85b2c51bfffffff,85b2c51bfffffff,15.398,scooter,male,2026-03-04,2026-03-05,6
85b2c51bfffffff,85b2c51bfffffff,25.412,taxi,female,2026-03-04,2026-03-05,8
85b2c51bfffffff,85b2c51bfffffff,13.447,taxi,other,2026-03-04,2026-03-05,5
85b2c51bfffffff,85b2c51bfffffff,18.755,walk,female,2026-03-04,2026-03-05,7
85b2c51bfffffff,85b2c51bfffffff,15.283999999999999,walk,male,2026-03-04,2026-03-05,5
85b2c51bfffffff,85b2c51bfffffff,14.564,bicycle,female,2026-03-05,2026-03-06,5
85b2c51bfffffff,85b2c51bfffffff,14.367,bus,female,2026-03-05,2026-03-06,5
85b2c51bfffffff,85b2c51bfffffff,14.609,bus,male,2026-03-05,2026-03-06,5
85b2c51bfffffff,85b2c51bfffffff,16.211,car,female,2026-03-05,2026-03-06,5
85b2c51bfffffff,85b2c51bfffffff,11.004000000000001,metro,female,2026-03-05,2026-03-06,5
85b2c51bfffffff,85b2c51bfffffff,9.514,other,male,2026-03-05,2026-03-06,5
85b2c51bfffffff,85b2c51bfffffff,31.418,ride_hailing,female,2026-03-05,2026-03-06,9
85b2c51bfffffff,85b2c51bfffffff,10.464,scooter,unknown,2026-03-05,2026-03-06,5
85b2c51bfffffff,85b2c51bfffffff,14.496,train,female,2026-03-05,2026-03-06,6
85b2c51bfffffff,85b2c51bfffffff,14.591000000000001,bicycle,male,2026-03-06,2026-03-07,6
85b2c51bfffffff,85b2c51bfffffff,16.172,metro,female,2026-03-06,2026-03-07,5
85b2c51bfffffff,85b2c51bfffffff,25.508,metro,male,2026-03-06,2026-03-07,8
85b2c51bfffffff,85b2c51bfffffff,24.301000000000002,motorcycle,female,2026-03-06,2026-03-07,6
85b2c51bfffffff,85b2c51bfffffff,11.594,motorcycle,male,2026-03-06,2026-03-07,5
85b2c51bfffffff,85b2c51bfffffff,17.93,other,male,2026-03-06,2026-03-07,7
85b2c51bfffffff,85b2c51bfffffff,26.955,ride_hailing,female,2026-03-06,2026-03-07,8
85b2c51bfffffff,85b2c51bfffffff,11.857,ride_hailing,male,2026-03-06,2026-03-07,6
85b2c51bfffffff,85b2c51bfffffff,19.253,scooter,female,2026-03-06,2026-03-07,6
85b2c51bfffffff,85b2c51bfffffff,21.572000000000003,train,female,2026-03-06,2026-03-07,6
85b2c51bfffffff,85b2c51bfffffff,17.822,train,male,2026-03-06,2026-03-07,6
85b2c51bfffffff,85b2c51bfffffff,10.036,walk,female,2026-03-06,2026-03-07,5
85b2c51bfffffff,85b2c51bfffffff,19.085,bicycle,female,2026-03-07,2026-03-08,7
85b2c51bfffffff,85b2c51bfffffff,23.433,bus,female,2026-03-07,2026-03-08,8
85b2c51bfffffff,85b2c51bfffffff,19.272000000000002,metro,female,2026-03-07,2026-03-08,7
85b2c51bfffffff,85b2c51bfffffff,13.478,metro,male,2026-03-07,2026-03-08,5
85b2c51bfffffff,85b2c51bfffffff,9.695,motorcycle,female,2026-03-07,2026-03-08,5
85b2c51bfffffff,85b2c51bfffffff,12.725999999999999,other,female,2026-03-07,2026-03-08,5
85b2c51bfffffff,85b2c51bfffffff,15.995000000000001,taxi,female,2026-03-07,2026-03-08,7
85b2c51bfffffff,85b2c51bfffffff,20.0,taxi,male,2026-03-07,2026-03-08,7
85b2c51bfffffff,85b2c51bfffffff,8.472999999999999,walk,male,2026-03-08,2026-03-09,5
85b2c543fffffff,85b2c543fffffff,13.865,metro,female,2026-03-01,2026-03-02,5
85b2c543fffffff,85b2c543fffffff,10.081,motorcycle,female,2026-03-01,2026-03-02,5
85b2c543fffffff,85b2c543fffffff,22.125,scooter,female,2026-03-01,2026-03-02,7
85b2c543fffffff,85b2c543fffffff,16.852,walk,male,2026-03-01,2026-03-02,5
85b2c543fffffff,85b2c543fffffff,16.553,bicycle,female,2026-03-02,2026-03-03,5
85b2c543fffffff,85b2c543fffffff,16.491,bicycle,male,2026-03-02,2026-03-03,5
85b2c543fffffff,85b2c543fffffff,23.59,motorcycle,female,2026-03-02,2026-03-03,7
85b2c543fffffff,85b2c543fffffff,18.701,ride_hailing,male,2026-03-02,2026-03-03,5
85b2c543fffffff,85b2c543fffffff,14.91,scooter,female,2026-03-02,2026-03-03,5
85b2c543fffffff,85b2c543fffffff,23.335,scooter,male,2026-03-02,2026-03-03,6
85b2c543fffffff,85b2c543fffffff,24.874000000000002,taxi,male,2026-03-02,2026-03-03,8
85b2c543fffffff,85b2c543fffffff,20.058999999999997,train,unknown,2026-03-02,2026-03-03,6
85b2c543fffffff,85b2c543fffffff,23.235,walk,male,2026-03-02,2026-03-03,8
85b2c543fffffff,85b2c543fffffff,12.698,bicycle,female,2026-03-03,2026-03-04,6
85b2c543fffffff,85b2c543fffffff,17.827,bicycle,male,2026-03-03,2026-03-04,6
85b2c543fffffff,85b2c543fffffff,20.886,bus,male,2026-03-03,2026-03-04,8
85b2c543fffffff,85b2c543fffffff,18.320999999999998,metro,female,2026-03-03,2026-03-04,6
85b2c543fffffff,85b2c543fffffff,12.551,motorcycle,male,2026-03-03,2026-03-04,5
85b2c543fffffff,85b2c543fffffff,10.805,motorcycle,unknown,2026-03-03,2026-03-04,5
85b2c543fffffff,85b2c543fffffff,17.793999999999997,other,female,2026-03-03,2026-03-04,5
85b2c543fffffff,85b2c543fffffff,17.376,other,male,2026-03-03,2026-03-04,6
85b2c543fffffff,85b2c543fffffff,12.981,scooter,female,2026-03-03,2026-03-04,6
85b2c543fffffff,85b2c543fffffff,12.647,taxi,female,2026-03-03,2026-03-04,5
85b2c543fffffff,85b2c543fffffff,9.783999999999999,taxi,male,2026-03-03,2026-03-04,5
85b2c543fffffff,85b2c543fffffff,14.428,walk,male,2026-03-03,2026-03-04,7
85b2c543fffffff,85b2c543fffffff,19.462,bicycle,female,2026-03-04,2026-03-05,6
85b2c543fffffff,85b2c543fffffff,13.734,bicycle,male,2026-03-04,2026-03-05,5
85b2c543fffffff,85b2c543fffffff,13.916,car,male,2026-03-04,2026-03-05,6
85b2c543fffffff,85b2c543fffffff,20.923000000000002,metro,male,2026-03-04,2026-03-05,7
85b2c543fffffff,85b2c543fffffff,15.584,motorcycle,female,2026-03-04,2026-03-05,6
85b2c543fffffff,85b2c543fffffff,16.07,other,male,2026-03-04,2026-03-05,5
85b2c543fffffff,85b2c543fffffff,17.705,ride_hailing,male,2026-03-04,2026-03-05,7
85b2c543fffffff,85b2c543fffffff,32.995,scooter,female,2026-03-04,2026-03-05,10
85b2c543fffffff,85b2c543fffffff,14.326,taxi,male,2026-03-04,2026-03-05,5
85b2c543fffffff,85b2c543fffffff,13.949000000000002,walk,female,2026-03-04,2026-03-05,5
85b2c543fffffff,85b2c543fffffff,21.858,car,female,2026-03-05,2026-03-06,7
85b2c543fffffff,85b2c543fffffff,11.093,car,male,2026-03-05,2026-03-06,6
85b2c543fffffff,85b2c543fffffff,18.772,car,other,2026-03-05,2026-03-06,5
85b2c543fffffff,85b2c543fffffff,15.263,metro,female,2026-03-05,2026-03-06,5
85b2c543fffffff,85b2c543fffffff,12.807999999999998,motorcycle,female,2026-03-05,2026-03-06,5
85b2c543fffffff,85b2c543fffffff,18.999,other,other,2026-03-05,2026-03-06,5
85b2c543fffffff,85b2c543fffffff,13.946,scooter,female,2026-03-05,2026-03-06,5
85b2c543fffffff,85b2c543fffffff,14.499,scooter,male,2026-03-05,2026-03-06,5
85b2c543fffffff,85b2c543fffffff,15.767,taxi,male,2026-03-05,2026-03-06,5
85b2c543fffffff,85b2c543fffffff,15.675,train,female,2026-03-05,2026-03-06,8
85b2c543fffffff,85b2c543fffffff,13.684999999999999,train,male,2026-03-05,2026-03-06,6
85b2c543fffffff,85b2c543fffffff,20.33,walk,female,2026-03-05,2026-03-06,6
85b2c543fffffff,85b2c543fffffff,11.618,bicycle,female,2026-03-06,2026-03-07,6
